Pattern,Support,MinSup,Runtime
professional	,9,9,0.09320282936096191
ohio	,9,9,0.09320282936096191
traced	,9,9,0.09320282936096191
scenes	,9,9,0.09320282936096191
fonts	,9,9,0.09320282936096191
williams	,9,9,0.09320282936096191
movies	,9,9,0.09320282936096191
mhz	,9,9,0.09320282936096191
flat	,9,9,0.09320282936096191
compact	,9,9,0.09320282936096191
clock	,9,9,0.09320282936096191
vr	,9,9,0.09320282936096191
mike	,9,9,0.09320282936096191
hall	,9,9,0.09320282936096191
certain	,9,9,0.09320282936096191
individual	,9,9,0.09320282936096191
hands	,10,9,0.09320282936096191
near	,10,9,0.09320282936096191
workshop	,10,9,0.09320282936096191
advice	,10,9,0.09320282936096191
320	,10,9,0.09320282936096191
today	,10,9,0.09320282936096191
step	,10,9,0.09320282936096191
results	,10,9,0.09320282936096191
converted	,10,9,0.09320282936096191
worth	,10,9,0.09320282936096191
variety	,10,9,0.09320282936096191
together	,10,9,0.09320282936096191
suggest	,10,9,0.09320282936096191
series	,10,9,0.09320282936096191
reasonable	,10,9,0.09320282936096191
microsoft	,10,9,0.09320282936096191
medical	,10,9,0.09320282936096191
jim	,10,9,0.09320282936096191
iris	,10,9,0.09320282936096191
compile	,10,9,0.09320282936096191
byte	,10,9,0.09320282936096191
60	,10,9,0.09320282936096191
192	,10,9,0.09320282936096191
su	,10,9,0.09320282936096191
fortran	,10,9,0.09320282936096191
stored	,10,9,0.09320282936096191
3ds	,10,9,0.09320282936096191
ones	,10,9,0.09320282936096191
charles	,10,9,0.09320282936096191
01	,10,9,0.09320282936096191
claim	,10,9,0.09320282936096191
welcome	,10,9,0.09320282936096191
capture	,10,9,0.09320282936096191
640x480	,10,9,0.09320282936096191
switzerland	,10,9,0.09320282936096191
costs	,10,9,0.09320282936096191
stand	,10,9,0.09320282936096191
tdawson	herringshaw	srvr1	,9,9,0.09320282936096191
wireframe	,10,9,0.09320282936096191
render	,10,9,0.09320282936096191
management	,10,9,0.09320282936096191
grant	,10,9,0.09320282936096191
development	,10,9,0.09320282936096191
49	,10,9,0.09320282936096191
division	,10,9,0.09320282936096191
money	,10,9,0.09320282936096191
taking	,10,9,0.09320282936096191
names	,10,9,0.09320282936096191
cause	,10,9,0.09320282936096191
show	,10,9,0.09320282936096191
jpg	,10,9,0.09320282936096191
highly	,10,9,0.09320282936096191
complex	,10,9,0.09320282936096191
tasks	,10,9,0.09320282936096191
enjoy	,10,9,0.09320282936096191
bob	,10,9,0.09320282936096191
recent	,10,9,0.09320282936096191
raytracing	,10,9,0.09320282936096191
piece	,10,9,0.09320282936096191
papers	,10,9,0.09320282936096191
outside	,10,9,0.09320282936096191
outputs	,10,9,0.09320282936096191
eric	,10,9,0.09320282936096191
difficult	,10,9,0.09320282936096191
contain	,10,9,0.09320282936096191
besides	,10,9,0.09320282936096191
approach	,10,9,0.09320282936096191
unless	,10,9,0.09320282936096191
situation	,10,9,0.09320282936096191
rene	,10,9,0.09320282936096191
ok	,10,9,0.09320282936096191
kevin	,10,9,0.09320282936096191
notice	,10,9,0.09320282936096191
truly	,10,9,0.09320282936096191
contains	,10,9,0.09320282936096191
lee	,10,9,0.09320282936096191
61	,10,9,0.09320282936096191
150	,10,9,0.09320282936096191
error	,10,9,0.09320282936096191
exists	,10,9,0.09320282936096191
320x200x256	,10,9,0.09320282936096191
issue	,10,9,0.09320282936096191
reason	,10,9,0.09320282936096191
print	,10,9,0.09320282936096191
loss	,10,9,0.09320282936096191
gems	,10,9,0.09320282936096191
play	,10,9,0.09320282936096191
bus	,10,9,0.09320282936096191
west	,10,9,0.09320282936096191
motif	,10,9,0.09320282936096191
ltd	,10,9,0.09320282936096191
1993apr15	,10,9,0.09320282936096191
okay	,10,9,0.09320282936096191
simon	,10,9,0.09320282936096191
fractal	,10,9,0.09320282936096191
graphical	,10,9,0.09320282936096191
pp	,10,9,0.09320282936096191
options	,10,9,0.09320282936096191
minutes	,10,9,0.09320282936096191
mine	,10,9,0.09320282936096191
amount	,10,9,0.09320282936096191
serious	,10,9,0.09320282936096191
editor	,10,9,0.09320282936096191
caspian	yeh	zhenghao	zyeh	,10,9,0.09320282936096191
angeles	los	southern	,10,9,0.09320282936096191
rom	,10,9,0.09320282936096191
et	,10,9,0.09320282936096191
kenneth	,10,9,0.09320282936096191
linear	,10,9,0.09320282936096191
eng	,10,9,0.09320282936096191
somewhere	,10,9,0.09320282936096191
background	,10,9,0.09320282936096191
temp	,11,9,0.09320282936096191
electronic	,11,9,0.09320282936096191
consider	,11,9,0.09320282936096191
motorola	,11,9,0.09320282936096191
final	,11,9,0.09320282936096191
scott	,11,9,0.09320282936096191
opinion	,11,9,0.09320282936096191
none	,11,9,0.09320282936096191
figure	,11,9,0.09320282936096191
v2	,11,9,0.09320282936096191
header	,11,9,0.09320282936096191
except	,11,9,0.09320282936096191
creating	,11,9,0.09320282936096191
000	,11,9,0.09320282936096191
1992	,11,9,0.09320282936096191
vertices	,11,9,0.09320282936096191
cost	,11,9,0.09320282936096191
literature	,11,9,0.09320282936096191
vision	,11,9,0.09320282936096191
specifically	,11,9,0.09320282936096191
normal	,11,9,0.09320282936096191
implementation	,11,9,0.09320282936096191
devices	,11,9,0.09320282936096191
reads	,11,9,0.09320282936096191
present	,11,9,0.09320282936096191
addresses	,11,9,0.09320282936096191
65	,11,9,0.09320282936096191
understanding	,11,9,0.09320282936096191
responsible	,11,9,0.09320282936096191
respond	,11,9,0.09320282936096191
extension	,11,9,0.09320282936096191
basically	,11,9,0.09320282936096191
modeling	,11,9,0.09320282936096191
alt	,11,9,0.09320282936096191
shape	,11,9,0.09320282936096191
recommend	offer	recommendations	carpenter	,9,9,0.09320282936096191
nearly	,11,9,0.09320282936096191
ways	,11,9,0.09320282936096191
resulting	,11,9,0.09320282936096191
converts	,11,9,0.09320282936096191
knowledge	,11,9,0.09320282936096191
manager	,11,9,0.09320282936096191
frames	,11,9,0.09320282936096191
soon	,11,9,0.09320282936096191
odd	,11,9,0.09320282936096191
remember	,11,9,0.09320282936096191
gifs	,11,9,0.09320282936096191
fr	,11,9,0.09320282936096191
bryan	,11,9,0.09320282936096191
diamond	,11,9,0.09320282936096191
fractals	,11,9,0.09320282936096191
berkeley	,11,9,0.09320282936096191
started	,11,9,0.09320282936096191
sprites	,11,9,0.09320282936096191
provided	,11,9,0.09320282936096191
smith	,11,9,0.09320282936096191
fitting	,11,9,0.09320282936096191
wouldn	,11,9,0.09320282936096191
brian	,11,9,0.09320282936096191
room	,11,9,0.09320282936096191
iff	,11,9,0.09320282936096191
texture	,11,9,0.09320282936096191
povray	,11,9,0.09320282936096191
vector	,11,9,0.09320282936096191
cross	,11,9,0.09320282936096191
1989	,11,9,0.09320282936096191
guide	,11,9,0.09320282936096191
usually	,11,9,0.09320282936096191
spec	,11,9,0.09320282936096191
34	,11,9,0.09320282936096191
share	,11,9,0.09320282936096191
stephen	,11,9,0.09320282936096191
talking	,11,9,0.09320282936096191
spot	,11,9,0.09320282936096191
friend	,11,9,0.09320282936096191
mapping	,11,9,0.09320282936096191
curve	curves	bezier	,9,9,0.09320282936096191
response	,11,9,0.09320282936096191
city	,11,9,0.09320282936096191
market	,12,9,0.09320282936096191
previous	,12,9,0.09320282936096191
obtain	,12,9,0.09320282936096191
issues	,12,9,0.09320282936096191
chicago	,12,9,0.09320282936096191
techniques	,12,9,0.09320282936096191
places	,12,9,0.09320282936096191
compatible	,12,9,0.09320282936096191
plain	,12,9,0.09320282936096191
v1	,12,9,0.09320282936096191
shelley	,12,9,0.09320282936096191
experience	,12,9,0.09320282936096191
feel	personally	tdawson	forum	herringshaw	learn	proposed	favor	concerning	curious	posts	discussing	awful	convenience	wate	,10,9,0.09320282936096191
power	,12,9,0.09320282936096191
regular	,12,9,0.09320282936096191
alone	,12,9,0.09320282936096191
ready	,12,9,0.09320282936096191
ever	,12,9,0.09320282936096191
complicated	,12,9,0.09320282936096191
western	,12,9,0.09320282936096191
replies	,12,9,0.09320282936096191
oz	,12,9,0.09320282936096191
generate	,12,9,0.09320282936096191
recommend	offer	removal	shading	recommendations	,9,9,0.09320282936096191
control	,12,9,0.09320282936096191
recommend	building	,9,9,0.09320282936096191
possibly	,12,9,0.09320282936096191
intersection	,12,9,0.09320282936096191
early	,12,9,0.09320282936096191
saw	,12,9,0.09320282936096191
mouse	,12,9,0.09320282936096191
excellent	,12,9,0.09320282936096191
distance	,12,9,0.09320282936096191
quick	,12,9,0.09320282936096191
sound	,12,9,0.09320282936096191
rahul	,12,9,0.09320282936096191
pro	,12,9,0.09320282936096191
capabilities	,12,9,0.09320282936096191
binary	,12,9,0.09320282936096191
until	,12,9,0.09320282936096191
cso	,12,9,0.09320282936096191
geometry	,12,9,0.09320282936096191
starting	,12,9,0.09320282936096191
street	,12,9,0.09320282936096191
client	,12,9,0.09320282936096191
cheap	,12,9,0.09320282936096191
white	,12,9,0.09320282936096191
purpose	,12,9,0.09320282936096191
palette	,12,9,0.09320282936096191
direction	,12,9,0.09320282936096191
44	,12,9,0.09320282936096191
bytes	,12,9,0.09320282936096191
goes	,12,9,0.09320282936096191
designed	,12,9,0.09320282936096191
technique	,12,9,0.09320282936096191
everyone	,12,9,0.09320282936096191
pointers	,12,9,0.09320282936096191
bottom	,12,9,0.09320282936096191
game	,12,9,0.09320282936096191
fact	cpu	,9,9,0.09320282936096191
showing	,12,9,0.09320282936096191
colour	,12,9,0.09320282936096191
gray	,12,9,0.09320282936096191
area	,12,9,0.09320282936096191
slow	,13,9,0.09320282936096191
agree	,13,9,0.09320282936096191
limited	,13,9,0.09320282936096191
92	,13,9,0.09320282936096191
directly	,13,9,0.09320282936096191
released	,13,9,0.09320282936096191
matter	,13,9,0.09320282936096191
port	,13,9,0.09320282936096191
boxes	,13,9,0.09320282936096191
workstation	,13,9,0.09320282936096191
often	,13,9,0.09320282936096191
tdawson	herringshaw	daemon	,13,9,0.09320282936096191
compiled	,13,9,0.09320282936096191
supported	,13,9,0.09320282936096191
oh	,13,9,0.09320282936096191
platform	,13,9,0.09320282936096191
isn	,13,9,0.09320282936096191
centre	,13,9,0.09320282936096191
online	,13,9,0.09320282936096191
voice	,13,9,0.09320282936096191
says	,13,9,0.09320282936096191
command	,13,9,0.09320282936096191
choice	,13,9,0.09320282936096191
upon	,13,9,0.09320282936096191
sets	,13,9,0.09320282936096191
leave	,13,9,0.09320282936096191
5000	,13,9,0.09320282936096191
generated	,13,9,0.09320282936096191
structure	,13,9,0.09320282936096191
parameters	,13,9,0.09320282936096191
laboratory	,13,9,0.09320282936096191
hand	,13,9,0.09320282936096191
guess	,13,9,0.09320282936096191
love	,13,9,0.09320282936096191
mentioned	,13,9,0.09320282936096191
expect	,13,9,0.09320282936096191
stupid	,13,9,0.09320282936096191
less	,13,9,0.09320282936096191
instead	,13,9,0.09320282936096191
down	,13,9,0.09320282936096191
converter	,13,9,0.09320282936096191
richard	,13,9,0.09320282936096191
put	,13,9,0.09320282936096191
san	,13,9,0.09320282936096191
disclaimer	poster	views	,9,9,0.09320282936096191
references	,13,9,0.09320282936096191
ny	,13,9,0.09320282936096191
finally	,13,9,0.09320282936096191
load	,13,9,0.09320282936096191
certainly	,13,9,0.09320282936096191
nova	allen	,13,9,0.09320282936096191
39	,13,9,0.09320282936096191
acm	,13,9,0.09320282936096191
wuarchive	,13,9,0.09320282936096191
across	,13,9,0.09320282936096191
ps	,13,9,0.09320282936096191
plus	,13,9,0.09320282936096191
al	,13,9,0.09320282936096191
64	,13,9,0.09320282936096191
inside	,13,9,0.09320282936096191
utility	,13,9,0.09320282936096191
unit	,13,9,0.09320282936096191
tga	,13,9,0.09320282936096191
again	,14,9,0.09320282936096191
higher	,14,9,0.09320282936096191
included	,14,9,0.09320282936096191
pages	,14,9,0.09320282936096191
idea	,14,9,0.09320282936096191
bmp	,14,9,0.09320282936096191
helpful	,14,9,0.09320282936096191
surfaces	,14,9,0.09320282936096191
required	,14,9,0.09320282936096191
especially	,14,9,0.09320282936096191
numbers	,14,9,0.09320282936096191
four	,14,9,0.09320282936096191
types	,14,9,0.09320282936096191
easily	,14,9,0.09320282936096191
changes	,14,9,0.09320282936096191
29	,14,9,0.09320282936096191
move	,14,9,0.09320282936096191
manual	,14,9,0.09320282936096191
particular	,14,9,0.09320282936096191
easier	,14,9,0.09320282936096191
parallel	,14,9,0.09320282936096191
major	,14,9,0.09320282936096191
hear	,14,9,0.09320282936096191
created	,14,9,0.09320282936096191
oak	,14,9,0.09320282936096191
multimedia	,14,9,0.09320282936096191
labs	,14,9,0.09320282936096191
international	,14,9,0.09320282936096191
anyway	,14,9,0.09320282936096191
local	,14,9,0.09320282936096191
van	,14,9,0.09320282936096191
ie	,14,9,0.09320282936096191
tom	,14,9,0.09320282936096191
geometric	,14,9,0.09320282936096191
makes	,14,9,0.09320282936096191
came	,14,9,0.09320282936096191
trouble	,14,9,0.09320282936096191
months	,14,9,0.09320282936096191
depth	,14,9,0.09320282936096191
fill	,14,9,0.09320282936096191
dave	,14,9,0.09320282936096191
against	,14,9,0.09320282936096191
took	,14,9,0.09320282936096191
station	,14,9,0.09320282936096191
monitor	,14,9,0.09320282936096191
displaying	,14,9,0.09320282936096191
math	,14,9,0.09320282936096191
main	,15,9,0.09320282936096191
common	,15,9,0.09320282936096191
germany	,15,9,0.09320282936096191
articles	,15,9,0.09320282936096191
perhaps	,15,9,0.09320282936096191
products	,15,9,0.09320282936096191
apr	gmt	,12,9,0.09320282936096191
unfortunately	,15,9,0.09320282936096191
add	,15,9,0.09320282936096191
design	,15,9,0.09320282936096191
otherwise	,15,9,0.09320282936096191
os	,15,9,0.09320282936096191
myself	,15,9,0.09320282936096191
netters	,15,9,0.09320282936096191
later	,15,9,0.09320282936096191
date	,15,9,0.09320282936096191
april	,15,9,0.09320282936096191
adobe	,15,9,0.09320282936096191
originator	,15,9,0.09320282936096191
looked	,15,9,0.09320282936096191
title	,15,9,0.09320282936096191
york	,15,9,0.09320282936096191
below	,15,9,0.09320282936096191
solution	edward	,9,9,0.09320282936096191
checked	,15,9,0.09320282936096191
bugs	,15,9,0.09320282936096191
bug	,15,9,0.09320282936096191
486	,15,9,0.09320282936096191
always	,15,9,0.09320282936096191
location	,15,9,0.09320282936096191
thanx	,15,9,0.09320282936096191
won	,15,9,0.09320282936096191
defined	,15,9,0.09320282936096191
whole	,15,9,0.09320282936096191
28	,15,9,0.09320282936096191
texas	,16,9,0.09320282936096191
studio	,16,9,0.09320282936096191
haven	,16,9,0.09320282936096191
supposedly	,16,9,0.09320282936096191
require	,16,9,0.09320282936096191
sent	,16,9,0.09320282936096191
specific	,16,9,0.09320282936096191
cannot	,16,9,0.09320282936096191
once	,16,9,0.09320282936096191
turn	,16,9,0.09320282936096191
corporation	,16,9,0.09320282936096191
35	,16,9,0.09320282936096191
determine	,16,9,0.09320282936096191
keep	,16,9,0.09320282936096191
fairly	,16,9,0.09320282936096191
paper	,16,9,0.09320282936096191
gives	,16,9,0.09320282936096191
sci	,16,9,0.09320282936096191
price	,16,9,0.09320282936096191
nothing	,16,9,0.09320282936096191
computers	,16,9,0.09320282936096191
thought	,16,9,0.09320282936096191
further	,16,9,0.09320282936096191
corp	,16,9,0.09320282936096191
takes	,16,9,0.09320282936096191
home	,16,9,0.09320282936096191
deal	,16,9,0.09320282936096191
processor	rate	,9,9,0.09320282936096191
mind	,16,9,0.09320282936096191
although	,16,9,0.09320282936096191
along	,16,9,0.09320282936096191
rgb	,17,9,0.09320282936096191
ontario	,17,9,0.09320282936096191
41	,17,9,0.09320282936096191
regards	,17,9,0.09320282936096191
whatever	,17,9,0.09320282936096191
happy	,17,9,0.09320282936096191
necessarily	,17,9,0.09320282936096191
asked	,17,9,0.09320282936096191
31	,17,9,0.09320282936096191
test	,17,9,0.09320282936096191
basic	,17,9,0.09320282936096191
allow	,17,9,0.09320282936096191
explain	,17,9,0.09320282936096191
important	,17,9,0.09320282936096191
dr	,17,9,0.09320282936096191
rumours	motion	,9,9,0.09320282936096191
media	,17,9,0.09320282936096191
future	,17,9,0.09320282936096191
thus	,17,9,0.09320282936096191
helps	,17,9,0.09320282936096191
bitnet	,17,9,0.09320282936096191
simply	,17,9,0.09320282936096191
looks	,17,9,0.09320282936096191
seem	,17,9,0.09320282936096191
33	,17,9,0.09320282936096191
pl8	,17,9,0.09320282936096191
everything	,17,9,0.09320282936096191
1993apr19	,17,9,0.09320282936096191
whether	,17,9,0.09320282936096191
couple	,17,9,0.09320282936096191
ago	,17,9,0.09320282936096191
words	,17,9,0.09320282936096191
sciences	,17,9,0.09320282936096191
pd	,17,9,0.09320282936096191
opinions	,18,9,0.09320282936096191
release	,18,9,0.09320282936096191
ram	,18,9,0.09320282936096191
mean	,18,9,0.09320282936096191
drive	,18,9,0.09320282936096191
200	,18,9,0.09320282936096191
north	,18,9,0.09320282936096191
significance	philosophical	,18,9,0.09320282936096191
interesting	,18,9,0.09320282936096191
company	,18,9,0.09320282936096191
modes	,19,9,0.09320282936096191
top	,19,9,0.09320282936096191
needs	comments	,9,9,0.09320282936096191
pl9	,19,9,0.09320282936096191
libraries	,19,9,0.09320282936096191
almost	,19,9,0.09320282936096191
believe	,19,9,0.09320282936096191
due	,19,9,0.09320282936096191
within	,19,9,0.09320282936096191
pascal	,19,9,0.09320282936096191
386	,19,9,0.09320282936096191
appreciate	,19,9,0.09320282936096191
times	,19,9,0.09320282936096191
low	,20,9,0.09320282936096191
interest	,20,9,0.09320282936096191
hard	,20,9,0.09320282936096191
define	,20,9,0.09320282936096191
comes	,20,9,0.09320282936096191
short	,20,9,0.09320282936096191
26	,20,9,0.09320282936096191
sort	,20,9,0.09320282936096191
man	,20,9,0.09320282936096191
human	,20,9,0.09320282936096191
description	,21,9,0.09320282936096191
long	,21,9,0.09320282936096191
services	,21,9,0.09320282936096191
knows	,21,9,0.09320282936096191
wondering	,21,9,0.09320282936096191
exactly	,22,9,0.09320282936096191
suggestions	,22,9,0.09320282936096191
graphic	,22,9,0.09320282936096191
recently	,22,9,0.09320282936096191
didn	,22,9,0.09320282936096191
correct	,22,9,0.09320282936096191
wrong	,23,9,0.09320282936096191
tried	,24,9,0.09320282936096191
ideas	,24,9,0.09320282936096191
life	,24,9,0.09320282936096191
maybe	,26,9,0.09320282936096191
