K,Pattern,Support,Runtime
500,fill,14,0.6982548236846924
500,depth,14,0.6982548236846924
500,months,14,0.6982548236846924
500,trouble,14,0.6982548236846924
500,came,14,0.6982548236846924
500,makes,14,0.6982548236846924
500,geometric,14,0.6982548236846924
500,tom,14,0.6982548236846924
500,ie,14,0.6982548236846924
500,van,14,0.6982548236846924
500,local,14,0.6982548236846924
500,anyway,14,0.6982548236846924
500,international,14,0.6982548236846924
500,labs,14,0.6982548236846924
500,multimedia,14,0.6982548236846924
500,oak,14,0.6982548236846924
500,created,14,0.6982548236846924
500,hear,14,0.6982548236846924
500,major,14,0.6982548236846924
500,parallel,14,0.6982548236846924
500,easier,14,0.6982548236846924
500,particular,14,0.6982548236846924
500,manual,14,0.6982548236846924
500,removal,14,0.6982548236846924
500,shading,14,0.6982548236846924
500,move,14,0.6982548236846924
500,29,14,0.6982548236846924
500,changes,14,0.6982548236846924
500,easily,14,0.6982548236846924
500,types,14,0.6982548236846924
500,four,14,0.6982548236846924
500,numbers,14,0.6982548236846924
500,especially,14,0.6982548236846924
500,required,14,0.6982548236846924
500,surfaces,14,0.6982548236846924
500,helpful,14,0.6982548236846924
500,favor,14,0.6982548236846924
500,concerning,14,0.6982548236846924
500,curious,14,0.6982548236846924
500,posts,14,0.6982548236846924
500,bmp,14,0.6982548236846924
500,idea,14,0.6982548236846924
500,pages,14,0.6982548236846924
500,included,14,0.6982548236846924
500,higher,14,0.6982548236846924
500,again,14,0.6982548236846924
500,tga,13,0.6982548236846924
500,unit,13,0.6982548236846924
500,utility,13,0.6982548236846924
500,curve,13,0.6982548236846924
500,inside,13,0.6982548236846924
500,64,13,0.6982548236846924
500,al,13,0.6982548236846924
500,plus,13,0.6982548236846924
500,ps,13,0.6982548236846924
500,across,13,0.6982548236846924
500,wuarchive,13,0.6982548236846924
500,angeles,13,0.6982548236846924
500,los,13,0.6982548236846924
500,acm,13,0.6982548236846924
500,39,13,0.6982548236846924
500,allen,13,0.6982548236846924
500,certainly,13,0.6982548236846924
500,load,13,0.6982548236846924
500,finally,13,0.6982548236846924
500,curves,13,0.6982548236846924
500,ny,13,0.6982548236846924
500,references,13,0.6982548236846924
500,views,13,0.6982548236846924
500,vnet,13,0.6982548236846924
500,san,13,0.6982548236846924
500,put,13,0.6982548236846924
500,richard,13,0.6982548236846924
500,converter,13,0.6982548236846924
500,down,13,0.6982548236846924
500,instead,13,0.6982548236846924
500,less,13,0.6982548236846924
500,stupid,13,0.6982548236846924
500,expect,13,0.6982548236846924
500,mentioned,13,0.6982548236846924
500,love,13,0.6982548236846924
500,guess,13,0.6982548236846924
500,hand,13,0.6982548236846924
500,laboratory,13,0.6982548236846924
500,parameters,13,0.6982548236846924
500,structure,13,0.6982548236846924
500,generated,13,0.6982548236846924
500,5000,13,0.6982548236846924
500,leave,13,0.6982548236846924
500,sets,13,0.6982548236846924
500,upon,13,0.6982548236846924
500,choice,13,0.6982548236846924
500,command,13,0.6982548236846924
500,says,13,0.6982548236846924
500,voice,13,0.6982548236846924
500,online,13,0.6982548236846924
500,centre,13,0.6982548236846924
500,isn,13,0.6982548236846924
500,discussing,13,0.6982548236846924
500,platform,13,0.6982548236846924
500,oh,13,0.6982548236846924
500,supported,13,0.6982548236846924
500,compiled,13,0.6982548236846924
500,daemon,13,0.6982548236846924
500,often,13,0.6982548236846924
500,workstation,13,0.6982548236846924
500,boxes,13,0.6982548236846924
500,port,13,0.6982548236846924
500,matter,13,0.6982548236846924
500,released,13,0.6982548236846924
500,directly,13,0.6982548236846924
500,92,13,0.6982548236846924
500,limited,13,0.6982548236846924
500,agree,13,0.6982548236846924
500,slow,13,0.6982548236846924
500,feel	personally,13,0.6982548236846924
500,feel	forum,13,0.6982548236846924
500,feel	posts,13,0.6982548236846924
500,favor	learn	forum	personally	curious,13,0.6982548236846924
500,learn	forum	personally	favor,13,0.6982548236846924
500,learn	forum	personally	curious,13,0.6982548236846924
500,forum	personally	learn,13,0.6982548236846924
500,favor	forum	personally	curious,13,0.6982548236846924
500,forum	personally	favor,13,0.6982548236846924
500,forum	personally	curious,13,0.6982548236846924
500,personally	forum,13,0.6982548236846924
500,favor	learn	personally	curious,13,0.6982548236846924
500,learn	personally	favor,13,0.6982548236846924
500,learn	personally	curious,13,0.6982548236846924
500,personally	learn,13,0.6982548236846924
500,proposed	personally	concerning,13,0.6982548236846924
500,personally	proposed,13,0.6982548236846924
500,favor	personally	curious,13,0.6982548236846924
500,personally	favor,13,0.6982548236846924
500,personally	concerning,13,0.6982548236846924
500,personally	curious,13,0.6982548236846924
500,herringshaw	tdawson	daemon,13,0.6982548236846924
500,tdawson	daemon,13,0.6982548236846924
500,favor	learn	forum	curious,13,0.6982548236846924
500,learn	forum	favor,13,0.6982548236846924
500,learn	forum	curious,13,0.6982548236846924
500,forum	learn,13,0.6982548236846924
500,favor	forum	curious,13,0.6982548236846924
500,forum	favor,13,0.6982548236846924
500,forum	curious,13,0.6982548236846924
500,herringshaw	daemon,13,0.6982548236846924
500,nova	allen,13,0.6982548236846924
500,favor	learn	curious,13,0.6982548236846924
500,learn	favor,13,0.6982548236846924
500,learn	curious,13,0.6982548236846924
500,proposed	concerning,13,0.6982548236846924
500,favor	curious,13,0.6982548236846924
500,angeles	los,13,0.6982548236846924
500,recommendations,12,0.6982548236846924
500,generate,12,0.6982548236846924
500,oz,12,0.6982548236846924
500,replies,12,0.6982548236846924
500,western,12,0.6982548236846924
500,complicated,12,0.6982548236846924
500,ever,12,0.6982548236846924
500,ready,12,0.6982548236846924
500,alone,12,0.6982548236846924
500,regular,12,0.6982548236846924
500,power,12,0.6982548236846924
500,awful,12,0.6982548236846924
500,convenience,12,0.6982548236846924
500,wate,12,0.6982548236846924
500,experience,12,0.6982548236846924
500,shelley,12,0.6982548236846924
500,v1,12,0.6982548236846924
500,plain,12,0.6982548236846924
500,compatible,12,0.6982548236846924
500,places,12,0.6982548236846924
500,techniques,12,0.6982548236846924
500,chicago,12,0.6982548236846924
500,issues,12,0.6982548236846924
500,obtain,12,0.6982548236846924
500,previous,12,0.6982548236846924
500,market,12,0.6982548236846924
500,convenience	awful	discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	curious	concerning	favor	proposed	learn	forum	personally	feel	discussing,12,0.6982548236846924
500,convenience	awful	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	curious	concerning	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,curious	concerning	favor	proposed	learn	forum	personally	feel	posts,12,0.6982548236846924
500,convenience	awful	discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,curious	concerning	favor	proposed	learn	forum	personally	feel	discussing,12,0.6982548236846924
500,convenience	awful	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,curious	concerning	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,concerning	favor	proposed	learn	forum	personally	feel	curious,12,0.6982548236846924
500,convenience	awful	discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	concerning	favor	proposed	learn	forum	personally	feel	discussing,12,0.6982548236846924
500,convenience	awful	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	posts	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	concerning	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,concerning	favor	proposed	learn	forum	personally	feel	posts,12,0.6982548236846924
500,convenience	awful	discussing	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	discussing	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	discussing	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	concerning	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	discussing	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,discussing	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,concerning	favor	proposed	learn	forum	personally	feel	discussing,12,0.6982548236846924
500,convenience	awful	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,concerning	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,concerning	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,concerning	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,favor	proposed	learn	forum	personally	feel	concerning,12,0.6982548236846924
500,convenience	awful	discussing	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	discussing	posts	curious	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	discussing	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	posts	curious	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	discussing	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	posts	curious	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,discussing	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	curious	favor	proposed	learn	forum	personally	feel	discussing,12,0.6982548236846924
500,convenience	awful	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	posts	curious	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	curious	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	curious	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,curious	favor	proposed	learn	forum	personally	feel	posts,12,0.6982548236846924
500,convenience	awful	discussing	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	discussing	curious	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	discussing	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	curious	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	discussing	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	curious	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,discussing	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,curious	favor	proposed	learn	forum	personally	feel	discussing,12,0.6982548236846924
500,convenience	awful	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	curious	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,curious	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,curious	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,curious	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,favor	proposed	learn	forum	personally	feel	curious,12,0.6982548236846924
500,convenience	awful	discussing	posts	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	discussing	posts	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	discussing	posts	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	posts	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	discussing	posts	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	posts	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,discussing	posts	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	favor	proposed	learn	forum	personally	feel	discussing,12,0.6982548236846924
500,convenience	awful	posts	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	posts	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	posts	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	posts	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,posts	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,favor	proposed	learn	forum	personally	feel	posts,12,0.6982548236846924
500,convenience	awful	discussing	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	discussing	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	discussing	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	discussing	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,discussing	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,favor	proposed	learn	forum	personally	feel	discussing,12,0.6982548236846924
500,convenience	awful	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,favor	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,favor	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,favor	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,proposed	learn	forum	personally	feel	favor,12,0.6982548236846924
500,convenience	awful	discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	curious	concerning	proposed	learn	forum	personally	feel	discussing,12,0.6982548236846924
500,convenience	awful	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,awful	posts	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,awful	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	curious	concerning	proposed	learn	forum	personally	feel	awful,12,0.6982548236846924
500,convenience	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
500,posts	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,0.6982548236846924
500,posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,0.6982548236846924
