K,Pattern,Support,Runtime
1000,os,15,1.5054759979248047
1000,otherwise,15,1.5054759979248047
1000,design,15,1.5054759979248047
1000,add,15,1.5054759979248047
1000,unfortunately,15,1.5054759979248047
1000,gmt,15,1.5054759979248047
1000,proposed,15,1.5054759979248047
1000,products,15,1.5054759979248047
1000,perhaps,15,1.5054759979248047
1000,articles,15,1.5054759979248047
1000,germany,15,1.5054759979248047
1000,common,15,1.5054759979248047
1000,main,15,1.5054759979248047
1000,math,14,1.5054759979248047
1000,displaying,14,1.5054759979248047
1000,monitor,14,1.5054759979248047
1000,station,14,1.5054759979248047
1000,took,14,1.5054759979248047
1000,against,14,1.5054759979248047
1000,dave,14,1.5054759979248047
1000,fill,14,1.5054759979248047
1000,depth,14,1.5054759979248047
1000,months,14,1.5054759979248047
1000,trouble,14,1.5054759979248047
1000,came,14,1.5054759979248047
1000,makes,14,1.5054759979248047
1000,geometric,14,1.5054759979248047
1000,tom,14,1.5054759979248047
1000,ie,14,1.5054759979248047
1000,van,14,1.5054759979248047
1000,local,14,1.5054759979248047
1000,anyway,14,1.5054759979248047
1000,international,14,1.5054759979248047
1000,labs,14,1.5054759979248047
1000,multimedia,14,1.5054759979248047
1000,oak,14,1.5054759979248047
1000,created,14,1.5054759979248047
1000,hear,14,1.5054759979248047
1000,major,14,1.5054759979248047
1000,parallel,14,1.5054759979248047
1000,easier,14,1.5054759979248047
1000,particular,14,1.5054759979248047
1000,manual,14,1.5054759979248047
1000,removal,14,1.5054759979248047
1000,shading,14,1.5054759979248047
1000,move,14,1.5054759979248047
1000,29,14,1.5054759979248047
1000,changes,14,1.5054759979248047
1000,easily,14,1.5054759979248047
1000,types,14,1.5054759979248047
1000,four,14,1.5054759979248047
1000,numbers,14,1.5054759979248047
1000,especially,14,1.5054759979248047
1000,required,14,1.5054759979248047
1000,surfaces,14,1.5054759979248047
1000,helpful,14,1.5054759979248047
1000,favor,14,1.5054759979248047
1000,concerning,14,1.5054759979248047
1000,curious,14,1.5054759979248047
1000,posts,14,1.5054759979248047
1000,bmp,14,1.5054759979248047
1000,idea,14,1.5054759979248047
1000,pages,14,1.5054759979248047
1000,included,14,1.5054759979248047
1000,higher,14,1.5054759979248047
1000,again,14,1.5054759979248047
1000,tga,13,1.5054759979248047
1000,unit,13,1.5054759979248047
1000,utility,13,1.5054759979248047
1000,curve,13,1.5054759979248047
1000,inside,13,1.5054759979248047
1000,64,13,1.5054759979248047
1000,al,13,1.5054759979248047
1000,plus,13,1.5054759979248047
1000,ps,13,1.5054759979248047
1000,across,13,1.5054759979248047
1000,wuarchive,13,1.5054759979248047
1000,angeles,13,1.5054759979248047
1000,los,13,1.5054759979248047
1000,acm,13,1.5054759979248047
1000,39,13,1.5054759979248047
1000,allen,13,1.5054759979248047
1000,certainly,13,1.5054759979248047
1000,load,13,1.5054759979248047
1000,finally,13,1.5054759979248047
1000,curves,13,1.5054759979248047
1000,ny,13,1.5054759979248047
1000,references,13,1.5054759979248047
1000,views,13,1.5054759979248047
1000,vnet,13,1.5054759979248047
1000,san,13,1.5054759979248047
1000,put,13,1.5054759979248047
1000,richard,13,1.5054759979248047
1000,converter,13,1.5054759979248047
1000,down,13,1.5054759979248047
1000,instead,13,1.5054759979248047
1000,less,13,1.5054759979248047
1000,stupid,13,1.5054759979248047
1000,expect,13,1.5054759979248047
1000,mentioned,13,1.5054759979248047
1000,love,13,1.5054759979248047
1000,guess,13,1.5054759979248047
1000,hand,13,1.5054759979248047
1000,laboratory,13,1.5054759979248047
1000,parameters,13,1.5054759979248047
1000,structure,13,1.5054759979248047
1000,generated,13,1.5054759979248047
1000,5000,13,1.5054759979248047
1000,leave,13,1.5054759979248047
1000,sets,13,1.5054759979248047
1000,upon,13,1.5054759979248047
1000,choice,13,1.5054759979248047
1000,command,13,1.5054759979248047
1000,says,13,1.5054759979248047
1000,voice,13,1.5054759979248047
1000,online,13,1.5054759979248047
1000,centre,13,1.5054759979248047
1000,isn,13,1.5054759979248047
1000,discussing,13,1.5054759979248047
1000,platform,13,1.5054759979248047
1000,oh,13,1.5054759979248047
1000,supported,13,1.5054759979248047
1000,compiled,13,1.5054759979248047
1000,daemon,13,1.5054759979248047
1000,often,13,1.5054759979248047
1000,workstation,13,1.5054759979248047
1000,boxes,13,1.5054759979248047
1000,port,13,1.5054759979248047
1000,matter,13,1.5054759979248047
1000,released,13,1.5054759979248047
1000,directly,13,1.5054759979248047
1000,92,13,1.5054759979248047
1000,limited,13,1.5054759979248047
1000,agree,13,1.5054759979248047
1000,slow,13,1.5054759979248047
1000,feel	personally,13,1.5054759979248047
1000,feel	forum,13,1.5054759979248047
1000,feel	posts,13,1.5054759979248047
1000,favor	learn	forum	personally	curious,13,1.5054759979248047
1000,learn	forum	personally	favor,13,1.5054759979248047
1000,learn	forum	personally	curious,13,1.5054759979248047
1000,forum	personally	learn,13,1.5054759979248047
1000,favor	forum	personally	curious,13,1.5054759979248047
1000,forum	personally	favor,13,1.5054759979248047
1000,forum	personally	curious,13,1.5054759979248047
1000,personally	forum,13,1.5054759979248047
1000,favor	learn	personally	curious,13,1.5054759979248047
1000,learn	personally	favor,13,1.5054759979248047
1000,learn	personally	curious,13,1.5054759979248047
1000,personally	learn,13,1.5054759979248047
1000,proposed	personally	concerning,13,1.5054759979248047
1000,personally	proposed,13,1.5054759979248047
1000,favor	personally	curious,13,1.5054759979248047
1000,personally	favor,13,1.5054759979248047
1000,personally	concerning,13,1.5054759979248047
1000,personally	curious,13,1.5054759979248047
1000,herringshaw	tdawson	daemon,13,1.5054759979248047
1000,tdawson	daemon,13,1.5054759979248047
1000,favor	learn	forum	curious,13,1.5054759979248047
1000,learn	forum	favor,13,1.5054759979248047
1000,learn	forum	curious,13,1.5054759979248047
1000,forum	learn,13,1.5054759979248047
1000,favor	forum	curious,13,1.5054759979248047
1000,forum	favor,13,1.5054759979248047
1000,forum	curious,13,1.5054759979248047
1000,herringshaw	daemon,13,1.5054759979248047
1000,nova	allen,13,1.5054759979248047
1000,favor	learn	curious,13,1.5054759979248047
1000,learn	favor,13,1.5054759979248047
1000,learn	curious,13,1.5054759979248047
1000,proposed	concerning,13,1.5054759979248047
1000,favor	curious,13,1.5054759979248047
1000,angeles	los,13,1.5054759979248047
1000,recommendations,12,1.5054759979248047
1000,generate,12,1.5054759979248047
1000,oz,12,1.5054759979248047
1000,replies,12,1.5054759979248047
1000,western,12,1.5054759979248047
1000,complicated,12,1.5054759979248047
1000,ever,12,1.5054759979248047
1000,ready,12,1.5054759979248047
1000,alone,12,1.5054759979248047
1000,regular,12,1.5054759979248047
1000,power,12,1.5054759979248047
1000,awful,12,1.5054759979248047
1000,convenience,12,1.5054759979248047
1000,wate,12,1.5054759979248047
1000,experience,12,1.5054759979248047
1000,shelley,12,1.5054759979248047
1000,v1,12,1.5054759979248047
1000,plain,12,1.5054759979248047
1000,compatible,12,1.5054759979248047
1000,places,12,1.5054759979248047
1000,techniques,12,1.5054759979248047
1000,chicago,12,1.5054759979248047
1000,issues,12,1.5054759979248047
1000,obtain,12,1.5054759979248047
1000,previous,12,1.5054759979248047
1000,market,12,1.5054759979248047
1000,convenience	awful	discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	curious	concerning	favor	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	curious	concerning	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,posts	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	concerning	favor	proposed	learn	forum	personally	feel	posts,12,1.5054759979248047
1000,convenience	awful	discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	concerning	favor	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	concerning	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,curious	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,concerning	favor	proposed	learn	forum	personally	feel	curious,12,1.5054759979248047
1000,convenience	awful	discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	concerning	favor	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	posts	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	concerning	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,posts	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,concerning	favor	proposed	learn	forum	personally	feel	posts,12,1.5054759979248047
1000,convenience	awful	discussing	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	concerning	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,concerning	favor	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,concerning	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,concerning	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,concerning	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,favor	proposed	learn	forum	personally	feel	concerning,12,1.5054759979248047
1000,convenience	awful	discussing	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	posts	curious	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	curious	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	curious	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	curious	favor	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	posts	curious	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	curious	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	curious	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,posts	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	favor	proposed	learn	forum	personally	feel	posts,12,1.5054759979248047
1000,convenience	awful	discussing	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	curious	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	curious	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	curious	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	favor	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	curious	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,curious	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,favor	proposed	learn	forum	personally	feel	curious,12,1.5054759979248047
1000,convenience	awful	discussing	posts	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	posts	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	posts	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	posts	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	posts	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	favor	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	posts	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	posts	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	posts	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	posts	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,posts	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,favor	proposed	learn	forum	personally	feel	posts,12,1.5054759979248047
1000,convenience	awful	discussing	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,favor	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,favor	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,favor	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,favor	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,proposed	learn	forum	personally	feel	favor,12,1.5054759979248047
1000,convenience	awful	discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	curious	concerning	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	posts	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	curious	concerning	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,posts	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	concerning	proposed	learn	forum	personally	feel	posts,12,1.5054759979248047
1000,convenience	awful	discussing	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	curious	concerning	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	concerning	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	curious	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	concerning	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,curious	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,curious	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,concerning	proposed	learn	forum	personally	feel	curious,12,1.5054759979248047
1000,convenience	awful	discussing	posts	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	discussing	posts	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,awful	discussing	posts	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	concerning	proposed	learn	forum	personally	feel	awful,12,1.5054759979248047
1000,convenience	discussing	posts	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,discussing	posts	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
1000,discussing	posts	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,posts	concerning	proposed	learn	forum	personally	feel	discussing,12,1.5054759979248047
1000,convenience	awful	posts	concerning	proposed	learn	forum	personally	feel	wate,12,1.5054759979248047
1000,awful	posts	concerning	proposed	learn	forum	personally	feel	convenience,12,1.5054759979248047
